V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.185118917670436,0.21228075453123998,0,0.5,0.185118917670436,0.518340451278865,0.534,0.19491189943485804,0.360331696030847,0.22804336882237158,0.44781253788981457
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.594278190418261,0.5734445294964399,0,0.5,0.594278190418261,0.537122223046551,0.534,0.575851611498067,0.5554447312225942,0.5825940922371111,0.5681940651827532
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.327022304390293,0.37709749541095794,1,0.5,0.37709749541095794,0.474572083496233,0.466,0.33963584538182073,0.4414345047399695,0.3439328703957315,0.4940617723907007
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.450234032489495,0.471542851831748,0,0.5,0.450234032489495,0.532672643602577,0.534,0.4867332373208744,0.5175469353131144,0.47876231382362666,0.5406031833520295
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.6924806822507871,0.667297121372191,1,0.5,0.667297121372191,0.45649724326810903,0.466,0.708586117377251,0.6408858830917574,0.6590737024964348,0.6114276142135178
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17238180711168,0.18040625864162502,0,0.5,0.17238180711168,0.5170511322387511,0.534,0.1711373361226306,0.36220092960751415,0.1680481673006634,0.4413357808687951
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.6824198714881159,0.739579937584351,0,0.5,0.6824198714881159,0.543155024185877,0.534,0.6953704473087756,0.5970715405996032,0.7466447355153538,0.6045182111570078
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.172536512707062,0.321827177192794,1,0.5,0.321827177192794,0.480998759690358,0.466,0.20334937386526486,0.33480528861640074,0.31636389922724106,0.4482767925959889
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20477077471124,0.251418023472125,0,0.5,0.20477077471124,0.51968299860782,0.534,0.22263741105012902,0.3778133301464648,0.2450031170271646,0.4568161899161495
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.615978482243194,0.707607438967606,0,0.5,0.615978482243194,0.5386320509006179,0.534,0.6007331935874878,0.5330307255504287,0.7005351139576371,0.5734630945066687
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.816960039618336,0.827835717265882,0,0.5,0.816960039618336,0.548403280192427,0.534,0.8050715305725877,0.6695453308863997,0.8048404785720936,0.6403866102315283
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.419352286409915,0.446093250449224,1,0.5,0.446093250449224,0.471523109421416,0.466,0.39899932261671534,0.4569825775741107,0.43923783013166673,0.5117252257564366
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.408129623751581,0.514838560697812,1,0.5,0.514838560697812,0.47158421789696703,0.466,0.39281240311748,0.42392534898006273,0.5140558850825524,0.5075650177673449
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.51610376025957,0.603915497611144,0,0.5,0.51610376025957,0.5357241285714529,0.534,0.5426259812055396,0.509376827241084,0.629986656579783,0.5555511428750618
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.722078464609951,0.7644648791549592,0,0.5,0.722078464609951,0.544045700607544,0.534,0.7137508690917794,0.6079060131385818,0.7599230751521184,0.6104314251504485
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7094654745953821,0.717820427683491,1,0.5,0.717820427683491,0.457460235873264,0.466,0.6833419349677451,0.5939469736716515,0.7272638764553756,0.6009410652883665
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.502054982420829,0.6071049115908729,0,0.5,0.502054982420829,0.5343855701974729,0.534,0.5165227968632731,0.5026098547899902,0.5878912008871745,0.5477893551720653
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.696069719616801,0.6598074966235771,1,0.5,0.6598074966235771,0.45795403022698106,0.466,0.6763062976298734,0.6085856282580094,0.671536176380263,0.6000635723959107
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.531173172867383,0.5490066424757529,1,0.5,0.5490066424757529,0.46536109215815097,0.466,0.5252828993119629,0.5289276855258435,0.5371899916455468,0.5521682742539326
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.465471523597967,0.49060239462033006,0,0.5,0.465471523597967,0.53231375001721,0.534,0.4779341105499696,0.5039035551516591,0.4952041122538337,0.5371484870125982
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.485974934693779,0.48937487204173297,1,0.5,0.48937487204173297,0.467419808704749,0.466,0.48469694359385473,0.5155425990402196,0.4794588488232317,0.5398887633045641
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.687897453634786,0.688404784248299,0,0.5,0.687897453634786,0.5428328424031029,0.534,0.6930841991987847,0.6217327331435123,0.6748755690439574,0.6057015447884462
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.318156871107422,0.315052382271423,1,0.5,0.315052382271423,0.47576661851144797,0.466,0.31619428845358794,0.4340725033745048,0.30959402507501765,0.4869966149949786
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.416528883044926,0.626391019456652,1,0.5,0.626391019456652,0.46957491850666205,0.466,0.42867116877003725,0.4126558527228481,0.6273265149259012,0.5167103732665631
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.532707818062238,0.611229459776419,1,0.5,0.611229459776419,0.46591783106818496,0.466,0.507590391692396,0.48130394843669044,0.624682417577326,0.5437322609580889
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.46191434696689504,0.408361606312615,1,0.5,0.408361606312615,0.46969801161934205,0.466,0.43980301191895743,0.5006968969655133,0.4157073279508067,0.5263029089000231
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.594504019266458,0.579239362972261,0,0.5,0.594504019266458,0.537674488538628,0.534,0.5879506602441722,0.5669020309655864,0.5796736841202265,0.5724055982658163
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.586667243431233,0.558560004071682,0,0.5,0.586667243431233,0.536061472185539,0.534,0.5551221135462672,0.549852593282306,0.5497528901547365,0.5620140435464559
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.874276777926094,0.8530980081889691,0,0.5,0.874276777926094,0.550438015941019,0.534,0.845533275971873,0.683734809843775,0.8601159325875579,0.6526909083356072
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.440967704850599,0.47959588873719106,1,0.5,0.47959588873719106,0.468746686993531,0.466,0.45497631338532274,0.4834980782346625,0.49714756148713507,0.5292556176379336
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.8635154618454941,0.819182516514978,0,0.5,0.8635154618454941,0.5502612830892221,0.534,0.8440742616916538,0.6959803104710702,0.8237305660657608,0.6531884087067579
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.760318758142672,0.708784301288255,0,0.5,0.760318758142672,0.5454386773307051,0.534,0.7459291882361339,0.6472732184072423,0.7281741012571794,0.6222886039340139
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6454937950289671,0.6376216501003841,1,0.5,0.6376216501003841,0.459297452198954,0.466,0.6486262433906627,0.5924025814143945,0.6511806277136087,0.5911683733183177
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.6187925075593039,0.733080323252908,0,0.5,0.6187925075593039,0.5396073127764249,0.534,0.6202796131375611,0.5412751755878437,0.7234911798746069,0.5795096339602284
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.527621647641774,0.552954822809101,0,0.5,0.527621647641774,0.5350435076547729,0.534,0.5332463360333937,0.5314567954713441,0.5487795555536938,0.5545704860860386
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.282671951458492,0.473362073543948,0,0.5,0.282671951458492,0.521940783448043,0.534,0.2577776312180578,0.3318592863341215,0.450119289293634,0.463202714014016
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160774746829307,0.15555601025252,0,0.5,0.160774746829307,0.517608237932321,0.534,0.181946499296066,0.3649116180835581,0.18572622892692425,0.44454313945162305
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.39408351122628493,0.50082861679462,0,0.5,0.39408351122628493,0.5286247841396691,0.534,0.3983786921811424,0.4347928235961057,0.49762484238159355,0.5099154624525087
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.550273670226162,0.560763422456055,1,0.5,0.560763422456055,0.465171029051274,0.466,0.5273973475602726,0.5194579114581447,0.5676073068346463,0.5520579157818635
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7393496402271991,0.7467752049196899,1,0.5,0.7467752049196899,0.45518998234651603,0.466,0.7319823202377584,0.6332881646753509,0.7336377992657361,0.6173764729186818
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.392722707787066,0.452177282982307,1,0.5,0.452177282982307,0.47323810611963896,0.466,0.36110009504647345,0.4187229451542379,0.4547767623682319,0.4983580639567913
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.535349340550316,0.541600868211297,0,0.5,0.535349340550316,0.535224782013408,0.534,0.5381104482372981,0.5410827188865636,0.534072514122082,0.5566339703912598
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.132657546099005,0.21843495214431896,1,0.5,0.21843495214431896,0.48501614179483205,0.466,0.12329874500884141,0.30144995332974434,0.22124652450244997,0.4235439067169125
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.8903075461396942,0.7614842791257609,1,0.5,0.7614842791257609,0.448174688863365,0.466,0.8815986374151432,0.7488517909127405,0.7679328902557898,0.6675292928068087
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.41559780049618,0.39719757764184793,1,0.5,0.39719757764184793,0.470282422583516,0.466,0.4276223651904261,0.4925096163479138,0.4096234348000932,0.522309924778728
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18768355874039497,0.31286250868918103,1,0.5,0.31286250868918103,0.48122556411359296,0.466,0.19809216862816048,0.3280939634662332,0.3223047887524214,0.44631896992636055
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.6861075519642359,0.7223569180491499,1,0.5,0.7223569180491499,0.45644436145087197,0.466,0.705222427228549,0.6123341799023627,0.7282712715413635,0.608385300647391
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.702261003374705,0.7197576458911898,0,0.5,0.702261003374705,0.544202334110171,0.534,0.7201594421275088,0.6306226492608167,0.7134947099365418,0.6138904068522811
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.716007889274102,0.7559558851697941,1,0.5,0.7559558851697941,0.457579707022843,0.466,0.6799175456294455,0.5862037795522315,0.7402232257402914,0.599417048701985
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.778590133061244,0.863395868135853,0,0.5,0.778590133061244,0.546397448535229,0.534,0.7570385216901463,0.6019781288122747,0.8759653763271624,0.6220377650676646
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.420165014966611,0.47591547032371095,1,0.5,0.47591547032371095,0.46909436183752395,0.466,0.44954525953510976,0.4905354712570708,0.4656212571331994,0.5282637623198234
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.60980612182832,0.46538598372640605,0,0.5,0.60980612182832,0.539444000314807,0.534,0.6321787337921106,0.6393265705115815,0.48665856207397024,0.5900541764254921
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.48628737195122396,0.624680648935278,1,0.5,0.624680648935278,0.46575531448393104,0.466,0.5117607012447235,0.48869093087242127,0.6144076099073095,0.545437530577408
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14354662479663902,0.219782836544907,1,0.5,0.219782836544907,0.48364678495412,0.466,0.15282681223433237,0.3275429358854296,0.21915751820389973,0.4336843912884235
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.793043625680528,0.7051970333415111,0,0.5,0.793043625680528,0.548014699478808,0.534,0.8016901983420233,0.6952921117703963,0.7276133279563641,0.6413453559869425
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.7548213860924541,0.8100753878438801,1,0.5,0.8100753878438801,0.453865359825116,0.466,0.7558785437587593,0.6267525079973397,0.806494489941482,0.6235428050650267
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.622482915391693,0.636004519374378,0,0.5,0.622482915391693,0.539285035660075,0.534,0.6205193307497718,0.582454989946419,0.6130281382516739,0.5826144437005967
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.233961905980075,0.262681527616706,1,0.5,0.262681527616706,0.47960933029087,0.466,0.23744290989036243,0.38826648761152316,0.25104586246925775,0.46170664099862
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.677907768929677,0.685968361903706,0,0.5,0.677907768929677,0.541951675893467,0.534,0.6733599314987437,0.6008757315954684,0.6855107295805647,0.5986750100980797
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.449542346974361,0.492643442680774,0,0.5,0.449542346974361,0.53238768627073,0.534,0.4784472208249233,0.4981977540816973,0.511772526473016,0.5368702911201741
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.706908619433963,0.697819838028225,0,0.5,0.706908619433963,0.5435763608166091,0.534,0.7074833983274598,0.6246008071046723,0.7004278537185816,0.6099193502848003
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.866473893857006,0.8501645000876709,1,0.5,0.8501645000876709,0.4489614451948279,0.466,0.8595514006210462,0.7014888155412476,0.8446561842116741,0.6579009258604999
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.40972501676453205,0.45146903296216206,0,0.5,0.40972501676453205,0.528773927929294,0.534,0.4053936816378498,0.46248824960315227,0.43917585465723,0.51391048311404
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6379260292793161,0.6761721181449489,1,0.5,0.6761721181449489,0.46025062676232703,0.466,0.6262001805161229,0.5626138523385087,0.6796496261886187,0.5827311791748075
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.754878992848376,0.700538600560946,1,0.5,0.700538600560946,0.45532056234491297,0.466,0.7311063188715029,0.6436249622546146,0.7037457874467121,0.6178953637135307
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.726169980495843,0.7103105383572249,0,0.5,0.726169980495843,0.543793430239565,0.534,0.7105946405696261,0.6182735159923382,0.7246774427641303,0.6103181665014563
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.5740287994330551,0.6607302571737579,0,0.5,0.5740287994330551,0.536826100068627,0.534,0.5643233161092251,0.5162623841456253,0.6615781110408474,0.5620958646420037
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.3908848401426379,0.510705406792611,1,0.5,0.510705406792611,0.46987871330571795,0.466,0.4296398199678519,0.45624523506723885,0.5120524507785608,0.5201957602876437
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.598885557212455,0.584206171527586,1,0.5,0.584206171527586,0.461684406773872,0.466,0.600789027111906,0.5722783954489487,0.5948559080550905,0.5763741957979261
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.66803122874684,0.7221284132043292,0,0.5,0.66803122874684,0.542191911546924,0.534,0.6742843911249077,0.5773828878973861,0.7509822984051534,0.5971989907395807
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.411369184909323,0.521059734304099,0,0.5,0.411369184909323,0.529266766390328,0.534,0.4098264321174215,0.43113983550579305,0.5339349138379401,0.5128309970369702
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.245081853371578,0.383349878922994,1,0.5,0.383349878922994,0.477959843814017,0.466,0.26382401280831713,0.3593227064529283,0.39005679085339157,0.4669111277057658
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.610081431214846,0.642714606845972,0,0.5,0.610081431214846,0.539049237644233,0.534,0.6135071717540286,0.5654795015884293,0.6425836592819015,0.5794110931156488
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.48141340562504403,0.481735043723166,0,0.5,0.48141340562504403,0.5321979122295639,0.534,0.4765867612652052,0.5092812240274013,0.47759193470346073,0.537170368736546
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.431968523420036,0.576338592558937,0,0.5,0.431968523420036,0.530768157437574,0.534,0.43905001851639125,0.4386120814928768,0.5813419558743442,0.5215129894754338
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.475834827075985,0.502685546898044,0,0.5,0.475834827075985,0.53246956079188,0.534,0.482038281356416,0.51168903950813,0.48370209592288127,0.5388647554124825
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.780088634703537,0.905132186788888,0,0.5,0.780088634703537,0.547302965621944,0.534,0.775109764364844,0.6088277375166716,0.8992718778890486,0.6275709674396686
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.6193847106067271,0.7497846747932629,1,0.5,0.7497846747932629,0.46020489781703294,0.466,0.6234555313130581,0.5390063510384877,0.7369490010441095,0.5802258652276642
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.46476110113099894,0.49633197870861107,1,0.5,0.49633197870861107,0.468369835229584,0.466,0.46332812232566517,0.4920198187300724,0.49347925916105634,0.532208001125796
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.333085376712273,0.334005935672,1,0.5,0.334005935672,0.474457213714789,0.466,0.34198755726607577,0.4427796034529694,0.3457426843561151,0.4948153130284596
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.486103350321695,0.48447417644644397,1,0.5,0.48447417644644397,0.467378234064155,0.466,0.4856139912200359,0.5164528175695816,0.4791247742021433,0.5402110613092326
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.49366239239553206,0.537515069509356,1,0.5,0.537515069509356,0.467601253240108,0.466,0.4770325036599906,0.4875699944963884,0.537153853171754,0.5356926003461839
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.526483566852934,0.5232063357205,1,0.5,0.5232063357205,0.46644397429942397,0.466,0.5028379973644331,0.514717286061653,0.5236176357885391,0.5448751577510006
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6060514047088941,0.612787504508592,0,0.5,0.6060514047088941,0.5398391192377029,0.534,0.6321567673793261,0.590618253780809,0.6179211253396474,0.5864545216492639
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.6634473974423829,0.5754653192218799,0,0.5,0.6634473974423829,0.5402259944547589,0.534,0.6426069751508203,0.6115451928742696,0.5856600361939759,0.5909059465591484
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.249112694973466,0.3759248162379079,1,0.5,0.3759248162379079,0.47799820725803205,0.466,0.2655007425292666,0.3750056746254553,0.3516527193916891,0.468534673815061
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.538704596098634,0.5215153283180161,1,0.5,0.5215153283180161,0.463449749466699,0.466,0.5664681752021797,0.5641925622954158,0.5373204975072272,0.5662287513465293
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.372747300635136,0.344349375841596,0,0.5,0.372747300635136,0.5267869974116599,0.534,0.3701055042922655,0.47466376231889584,0.3247816231855098,0.5049907221758777
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6234851783790191,0.5887770062310129,0,0.5,0.6234851783790191,0.538044400809634,0.534,0.5954481529833024,0.5705949062519032,0.5870487896948992,0.5747640319931108
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.168404779028084,0.35545242692864204,0,0.5,0.168404779028084,0.518038201948265,0.534,0.18049671079866547,0.30282879876276947,0.3497448039654222,0.4395595019153917
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.9213598863540771,0.84268864236695,1,0.5,0.84268864236695,0.446224928318749,0.466,0.919993405644165,0.7596406999679562,0.8275980762997535,0.6790076243482837
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5244337507341971,0.5928904018269151,1,0.5,0.5928904018269151,0.465083364811676,0.466,0.5271871549530311,0.5073209556624012,0.5998416034686325,0.5511040094530737
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.38026427731507895,0.38511906705915205,0,0.5,0.38026427731507895,0.5283233134718279,0.534,0.401341438358782,0.49114965331783256,0.3525402977747325,0.5148975965731303
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.525613393740771,0.586543219308412,1,0.5,0.586543219308412,0.464026943551246,0.466,0.5516037278157623,0.537650589661613,0.5745155211948203,0.5601349182265729
